edad,pais_origen,ciudad_ecuador,tipo_viaje,fecha_viaje,transporte,hospedaje,personas_viaje,dias_estancia,pasajes,costot_comida,gastos_extras,satisfaccion
62,Mali,Pastaza,Aventura,2025-12-04,Avión,Resort,4,7,161,672,237,3
47,Serbia,Loja,Vacaciones,2025-11-02,Motociclista,Hostal,1,15,366,180,66,4
27,Haiti,Loja,Visita Familia,2026-03-10,Avión,Hotel,5,13,180,2470,143,6
49,Mayotte,Manta,Aventura,2025-08-09,Bus,Airbnb,5,2,1104,200,88,2
19,Martinique,Zamora,Vacaciones,2025-10-25,Motociclista,Resort,6,15,564,1440,277,4
68,Korea,Riobamba,Vacaciones,2025-09-20,Bus,Resort,5,2,585,350,71,4
46,Honduras,Guayaquil,Visita Familia,2026-04-08,Motociclista,Hotel,1,5,1157,110,207,1
30,China,Pastaza,Estudio,2025-09-11,Bus,Airbnb,1,7,224,112,201,6
31,Guadeloupe,Cuenca,Visita Familia,2026-02-19,Ciclista,Airbnb,2,7,506,308,104,4
37,Puerto Rico,Baños,Visita Familia,2026-02-11,Ciclista,Hostal,2,6,358,216,279,7
34,New Zealand,Guayaquil,Vacaciones,2026-02-26,Avión,Hostal,4,12,566,1728,178,10
29,Ecuador,Manta,Estudio,2025-10-09,Auto,Airbnb,3,4,188,180,198,2
60,Pitcairn Islands,Loja,Negocios,2025-11-14,Ciclista,Airbnb,1,10,110,330,204,8
69,Papua New Guinea,Riobamba,Estudio,2025-06-04,Bus,Airbnb,2,13,948,650,234,2
35,Thailand,Baños,Aventura,2026-05-11,Auto,Hotel,2,5,201,240,185,6
70,Zambia,Pastaza,Visita Familia,2026-01-30,Ciclista,Hostal,2,12,1116,648,260,7
33,Argentina,Loja,Visita Familia,2026-01-24,Avión,Hotel,5,15,1011,1875,184,6
49,Christmas Island,Loja,Visita Familia,2025-12-24,Motociclista,Resort,4,2,425,152,125,10
50,Cook Islands,Riobamba,Aventura,2026-05-03,Bus,Resort,1,10,717,360,108,3
32,Paraguay,Baños,Estudio,2026-01-29,Motociclista,Airbnb,5,6,399,1140,298,5
37,Lithuania,Guayaquil,Aventura,2026-03-18,Avión,Airbnb,5,13,576,2405,170,2
46,Svalbard & Jan Mayen Islands,Otavalo,Visita Familia,2025-11-18,Bus,Casa huespedes,4,15,1020,1500,198,7
57,Holy See (Vatican City State),Riobamba,Negocios,2026-04-18,Ciclista,Resort,6,14,685,2940,130,1
60,Isle of Man,Baños,Vacaciones,2025-11-25,Bus,Hostal,5,2,389,360,131,1
42,Bouvet Island (Bouvetoya),Loja,Estudio,2025-07-03,Motociclista,Hostal,3,11,504,660,296,7
66,Singapore,Cuenca,Aventura,2025-11-27,Auto,Casa huespedes,4,5,435,240,258,8
69,North Macedonia,Otavalo,Negocios,2025-08-06,Avión,Airbnb,1,12,981,444,252,6
57,Christmas Island,Quito,Estudio,2025-06-26,Ciclista,Resort,3,12,733,1332,158,2
18,Chile,Quito,Visita Familia,2026-02-12,Auto,Casa huespedes,6,5,1028,570,26,3
26,Dominican Republic,Loja,Vacaciones,2026-03-14,Auto,Hotel,2,12,245,336,40,7
57,San Marino,Guayaquil,Estudio,2026-04-17,Bus,Resort,3,15,315,855,212,2
37,Denmark,Otavalo,Estudio,2025-08-31,Motociclista,Resort,2,13,272,650,94,5
46,Benin,Loja,Negocios,2025-07-25,Auto,Airbnb,2,2,922,40,25,2
54,Jamaica,Pastaza,Vacaciones,2025-11-17,Bus,Airbnb,6,2,219,408,213,4
54,Lithuania,Loja,Negocios,2025-07-06,Ciclista,Hotel,6,5,229,540,115,9
59,Mexico,Baños,Negocios,2026-01-31,Auto,Airbnb,1,5,104,85,274,3
39,Poland,Otavalo,Estudio,2025-12-26,Avión,Resort,1,5,704,175,220,5
47,Netherlands,Quito,Visita Familia,2026-05-01,Bus,Hotel,2,3,801,72,246,5
22,Guinea,Zamora,Negocios,2026-04-04,Auto,Casa huespedes,4,3,356,408,130,10
39,Iran,Loja,Vacaciones,2025-12-01,Bus,Resort,6,13,564,1950,138,2
68,Grenada,Baños,Aventura,2026-04-14,Motociclista,Hostal,5,1,297,90,189,9
64,Iran,Manta,Estudio,2025-08-13,Bus,Airbnb,2,7,639,476,27,4
26,Zambia,Baños,Vacaciones,2026-02-11,Bus,Airbnb,3,12,273,1116,273,6
34,Switzerland,Riobamba,Visita Familia,2026-04-12,Avión,Hotel,4,9,801,1080,210,3
58,Togo,Guayaquil,Vacaciones,2026-05-13,Motociclista,Hostal,1,14,537,350,152,10
18,American Samoa,Riobamba,Aventura,2025-06-23,Ciclista,Casa huespedes,4,1,811,148,300,1
44,Trinidad and Tobago,Pastaza,Visita Familia,2026-04-17,Motociclista,Casa huespedes,5,14,544,2030,116,9
64,Hungary,Quito,Visita Familia,2025-12-25,Ciclista,Resort,2,8,338,304,154,9
56,Iran,Quito,Negocios,2026-04-19,Motociclista,Airbnb,3,6,177,504,95,9
46,Saint Lucia,Loja,Visita Familia,2026-01-05,Auto,Casa huespedes,6,1,716,102,283,8
61,British Indian Ocean Territory (Chagos Archipelago),Baños,Visita Familia,2026-01-31,Bus,Resort,4,15,300,2400,235,5
41,Mauritania,Baños,Estudio,2026-04-06,Bus,Hostal,1,9,1032,261,262,6
56,Qatar,Riobamba,Visita Familia,2026-01-11,Auto,Resort,2,6,132,408,291,5
63,Morocco,Quito,Estudio,2025-11-02,Auto,Hostal,1,5,609,180,177,3
32,British Virgin Islands,Otavalo,Estudio,2026-02-10,Motociclista,Airbnb,4,6,495,648,273,4
25,Venezuela,Zamora,Negocios,2025-07-25,Motociclista,Casa huespedes,6,15,377,3150,152,4
67,Algeria,Baños,Visita Familia,2026-02-08,Motociclista,Airbnb,5,7,220,665,69,7
57,Gambia,Quito,Vacaciones,2026-03-22,Bus,Resort,4,6,1055,624,116,5
18,Equatorial Guinea,Guayaquil,Aventura,2025-08-12,Auto,Airbnb,5,14,639,2380,221,1
18,Belgium,Baños,Estudio,2025-07-01,Auto,Hostal,6,10,360,1620,225,9
68,Guam,Cuenca,Vacaciones,2026-04-11,Avión,Hostal,2,7,129,196,176,8
23,Sri Lanka,Loja,Estudio,2025-06-02,Bus,Hostal,3,13,760,702,172,4
62,Benin,Quito,Estudio,2026-02-14,Bus,Resort,2,12,139,912,139,1
40,Cambodia,Otavalo,Vacaciones,2026-02-02,Auto,Hotel,6,8,1038,1584,134,4
50,Bangladesh,Loja,Estudio,2026-04-01,Motociclista,Casa huespedes,5,10,364,1100,221,10
41,Netherlands Antilles,Pastaza,Negocios,2025-11-09,Auto,Hostal,6,11,829,858,223,5
46,South Africa,Riobamba,Visita Familia,2025-09-12,Bus,Airbnb,5,8,290,560,216,2
61,United States Virgin Islands,Loja,Negocios,2026-01-02,Motociclista,Hotel,6,12,400,1224,299,5
47,Nepal,Cuenca,Vacaciones,2025-08-14,Motociclista,Hostal,5,9,1134,675,258,6
29,Cyprus,Riobamba,Visita Familia,2025-10-25,Ciclista,Casa huespedes,6,6,676,1116,174,5
18,Paraguay,Riobamba,Vacaciones,2026-02-28,Bus,Casa huespedes,3,12,762,468,34,7
34,Denmark,Otavalo,Negocios,2026-03-02,Ciclista,Resort,4,1,875,72,188,6
66,Israel,Baños,Negocios,2025-11-12,Avión,Casa huespedes,1,3,425,114,86,7
21,Puerto Rico,Otavalo,Negocios,2026-02-05,Auto,Hostal,6,13,817,2808,147,4
41,United States Minor Outlying Islands,Guayaquil,Vacaciones,2025-06-08,Ciclista,Airbnb,2,3,260,162,240,1
67,Gabon,Manta,Negocios,2025-12-15,Auto,Hostal,2,13,114,832,182,10
48,Mozambique,Pastaza,Vacaciones,2025-09-05,Auto,Airbnb,6,8,689,576,68,9
43,Panama,Baños,Aventura,2026-05-02,Ciclista,Casa huespedes,5,6,138,750,32,7
60,Brunei Darussalam,Cuenca,Visita Familia,2026-03-29,Motociclista,Resort,6,14,401,1428,240,3
44,Greenland,Quito,Vacaciones,2026-05-15,Bus,Resort,2,14,156,1008,174,1
67,Mali,Manta,Estudio,2025-06-11,Auto,Hostal,5,1,343,140,169,8
19,Equatorial Guinea,Guayaquil,Negocios,2026-03-01,Auto,Airbnb,3,1,324,54,93,3
23,Dominica,Baños,Aventura,2025-06-03,Bus,Resort,3,7,241,273,125,9
54,Martinique,Quito,Visita Familia,2026-05-13,Ciclista,Casa huespedes,4,3,519,144,241,8
53,Botswana,Manta,Estudio,2026-05-08,Auto,Casa huespedes,1,11,230,319,198,5
62,Swaziland,Cuenca,Estudio,2025-08-08,Bus,Hostal,4,15,550,1020,29,9
66,Saint Helena,Otavalo,Visita Familia,2026-01-23,Motociclista,Hotel,5,13,694,2015,256,1
51,Greenland,Otavalo,Vacaciones,2026-01-19,Bus,Hotel,4,10,275,1120,176,5
48,Micronesia,Pastaza,Negocios,2026-03-30,Bus,Hostal,5,3,226,375,96,2
37,Azerbaijan,Riobamba,Vacaciones,2025-07-10,Bus,Airbnb,6,13,808,2106,32,9
32,Saint Lucia,Zamora,Negocios,2025-06-18,Avión,Casa huespedes,1,6,1133,210,197,1
65,Qatar,Guayaquil,Vacaciones,2026-04-24,Ciclista,Resort,5,7,354,1015,280,8
64,Japan,Quito,Estudio,2025-09-07,Motociclista,Resort,1,3,214,90,229,6
45,Mongolia,Cuenca,Estudio,2026-05-16,Avión,Casa huespedes,2,5,787,310,149,4
31,Mali,Pastaza,Aventura,2025-09-01,Auto,Hostal,3,8,467,432,239,4
54,Sri Lanka,Baños,Negocios,2025-07-11,Auto,Airbnb,4,15,287,1080,141,2
64,Hong Kong,Guayaquil,Aventura,2025-07-21,Bus,Casa huespedes,5,6,623,450,30,1
27,Barbados,Baños,Negocios,2026-05-07,Bus,Hostal,1,3,853,39,118,10
57,United States Virgin Islands,Riobamba,Negocios,2026-01-14,Auto,Hotel,6,2,448,156,71,7
55,China,Guayaquil,Aventura,2026-01-27,Auto,Airbnb,6,4,492,744,188,10
62,Belgium,Baños,Estudio,2026-02-21,Bus,Airbnb,1,15,457,375,133,3
32,Brazil,Pastaza,Negocios,2025-12-01,Avión,Resort,5,3,729,225,111,1
50,Central African Republic,Quito,Negocios,2025-08-01,Ciclista,Airbnb,2,6,910,216,122,9
65,Niger,Baños,Visita Familia,2026-05-02,Ciclista,Casa huespedes,3,5,425,525,91,4
35,Greenland,Loja,Aventura,2025-12-02,Avión,Resort,6,14,900,1260,287,10
27,Kyrgyz Republic,Zamora,Estudio,2026-01-05,Ciclista,Resort,2,4,453,152,82,3
45,Burkina Faso,Baños,Aventura,2026-05-08,Auto,Airbnb,2,12,136,312,171,10
32,Angola,Riobamba,Aventura,2026-04-10,Auto,Casa huespedes,3,2,373,234,50,3
21,Saudi Arabia,Zamora,Visita Familia,2025-07-13,Bus,Hostal,3,15,907,1620,57,10
49,Slovenia,Cuenca,Aventura,2025-09-24,Avión,Resort,2,4,914,288,99,3
18,Bolivia,Cuenca,Negocios,2025-10-18,Auto,Hotel,5,5,392,1000,21,1
32,Botswana,Pastaza,Negocios,2025-06-20,Avión,Resort,3,15,730,1620,177,6
25,Comoros,Riobamba,Estudio,2026-04-17,Auto,Hotel,4,9,1132,1044,296,7
20,Samoa,Guayaquil,Vacaciones,2025-07-15,Avión,Airbnb,4,8,470,1184,231,7
62,Iraq,Otavalo,Estudio,2025-12-29,Bus,Resort,5,11,1200,1045,178,7
57,Faroe Islands,Loja,Vacaciones,2026-05-13,Ciclista,Airbnb,2,2,300,96,37,1
27,Wallis and Futuna,Quito,Visita Familia,2026-01-26,Auto,Airbnb,3,7,698,462,167,10
61,Bahrain,Cuenca,Vacaciones,2025-11-23,Ciclista,Hostal,3,5,136,330,144,10
53,South Africa,Pastaza,Visita Familia,2025-08-24,Bus,Resort,1,14,1014,448,131,5
64,Canada,Zamora,Visita Familia,2025-10-08,Bus,Hotel,2,6,784,456,92,2
21,Andorra,Manta,Vacaciones,2026-02-19,Ciclista,Airbnb,2,7,347,518,205,2
61,Antigua and Barbuda,Riobamba,Vacaciones,2025-09-09,Bus,Airbnb,1,8,369,128,31,7
22,Guernsey,Quito,Aventura,2026-04-07,Ciclista,Resort,2,4,755,144,54,6
66,Somalia,Baños,Negocios,2025-12-11,Bus,Casa huespedes,5,2,535,300,164,7
57,Bolivia,Riobamba,Negocios,2025-07-06,Ciclista,Casa huespedes,4,9,904,612,81,6
64,Rwanda,Pastaza,Vacaciones,2026-01-13,Bus,Hostal,1,15,573,435,47,10
47,Thailand,Otavalo,Estudio,2025-09-09,Bus,Resort,5,3,884,225,112,4
58,Chile,Riobamba,Aventura,2026-04-07,Avión,Hotel,3,14,629,798,104,2
23,Costa Rica,Manta,Aventura,2026-04-23,Bus,Casa huespedes,1,5,423,125,186,6
40,Hong Kong,Riobamba,Vacaciones,2026-03-25,Avión,Hostal,4,1,826,156,34,6
26,Cook Islands,Guayaquil,Estudio,2025-06-29,Ciclista,Resort,2,11,333,704,165,10
18,Gambia,Riobamba,Estudio,2025-09-18,Motociclista,Casa huespedes,3,8,831,504,155,10
44,El Salvador,Baños,Vacaciones,2025-10-01,Avión,Hotel,6,5,504,300,79,1
68,Bolivia,Loja,Visita Familia,2026-04-29,Ciclista,Hostal,2,1,556,50,128,1
28,Colombia,Manta,Negocios,2026-04-13,Ciclista,Resort,2,1,1195,60,251,5
30,American Samoa,Baños,Visita Familia,2025-10-30,Ciclista,Hotel,2,9,391,558,193,5
48,Spain,Quito,Aventura,2026-01-09,Motociclista,Casa huespedes,3,2,751,66,139,3
50,Madagascar,Pastaza,Negocios,2025-07-27,Ciclista,Airbnb,2,9,702,504,134,3
54,Puerto Rico,Zamora,Negocios,2025-07-24,Avión,Casa huespedes,3,12,379,540,26,3
18,Colombia,Baños,Vacaciones,2026-01-19,Bus,Hostal,3,7,872,840,278,5
68,Aruba,Loja,Aventura,2025-05-29,Avión,Airbnb,5,3,246,420,74,4
20,Mexico,Otavalo,Vacaciones,2026-04-16,Motociclista,Resort,6,3,731,558,200,1
24,Montserrat,Pastaza,Negocios,2026-02-02,Avión,Resort,2,4,800,248,65,4
38,French Polynesia,Cuenca,Aventura,2026-03-29,Auto,Casa huespedes,2,7,463,252,141,2
44,Zimbabwe,Pastaza,Visita Familia,2025-07-03,Motociclista,Casa huespedes,5,12,237,1560,194,2
52,Tokelau,Riobamba,Aventura,2026-01-31,Motociclista,Resort,6,8,593,1248,100,10
35,Belgium,Guayaquil,Visita Familia,2025-06-17,Bus,Resort,6,3,905,198,97,5
24,Namibia,Cuenca,Vacaciones,2025-11-17,Auto,Airbnb,2,11,433,770,239,7
40,Vietnam,Loja,Estudio,2025-10-20,Bus,Resort,2,12,998,720,140,1
41,Tanzania,Pastaza,Negocios,2026-03-02,Bus,Casa huespedes,5,3,461,360,196,10
33,Serbia,Otavalo,Vacaciones,2025-09-25,Avión,Resort,2,3,832,222,164,9
18,Tokelau,Baños,Aventura,2026-01-05,Bus,Hotel,1,15,803,570,53,9
65,Cyprus,Guayaquil,Negocios,2026-01-11,Bus,Hostal,4,12,870,1680,179,10
39,Uzbekistan,Guayaquil,Vacaciones,2026-01-07,Motociclista,Airbnb,5,12,1193,2280,202,3
35,Indonesia,Zamora,Aventura,2025-12-20,Ciclista,Airbnb,3,9,873,675,286,6
52,Bhutan,Loja,Vacaciones,2026-02-21,Avión,Casa huespedes,5,11,1023,1485,25,5
69,Equatorial Guinea,Zamora,Aventura,2025-07-20,Bus,Hostal,1,11,387,242,156,2
41,Liberia,Loja,Vacaciones,2025-12-01,Ciclista,Resort,5,5,694,775,98,10
35,South Georgia and the South Sandwich Islands,Otavalo,Negocios,2025-06-22,Avión,Hostal,5,15,277,2475,34,6
70,Saint Vincent and the Grenadines,Riobamba,Aventura,2025-10-25,Motociclista,Hotel,1,15,292,495,291,7
27,Equatorial Guinea,Otavalo,Estudio,2026-05-05,Ciclista,Hostal,2,13,139,468,142,8
54,South Africa,Baños,Vacaciones,2026-01-12,Avión,Hotel,5,11,140,1100,280,10
57,American Samoa,Manta,Visita Familia,2025-05-30,Bus,Airbnb,4,10,335,1360,296,7
36,Cote d'Ivoire,Manta,Negocios,2025-10-28,Avión,Casa huespedes,3,3,592,297,119,3
31,British Virgin Islands,Manta,Visita Familia,2025-06-09,Ciclista,Resort,4,15,153,2100,276,3
66,Yemen,Riobamba,Visita Familia,2025-08-11,Avión,Hostal,5,10,981,1050,273,10
37,Israel,Baños,Aventura,2026-04-23,Auto,Resort,3,15,985,1170,25,9
46,Bermuda,Otavalo,Estudio,2026-04-03,Avión,Casa huespedes,5,12,300,2160,292,8
65,Norway,Baños,Negocios,2026-03-30,Auto,Airbnb,5,10,925,1450,72,1
29,Ethiopia,Cuenca,Aventura,2025-05-30,Motociclista,Hotel,4,12,175,1008,119,9
68,Japan,Riobamba,Aventura,2026-05-19,Motociclista,Hotel,3,14,404,798,274,2
65,Czech Republic,Quito,Vacaciones,2025-08-07,Ciclista,Casa huespedes,4,6,237,888,111,1
43,Saint Vincent and the Grenadines,Riobamba,Estudio,2025-07-13,Auto,Resort,4,15,275,1500,97,6
47,Guinea-Bissau,Zamora,Visita Familia,2025-10-05,Avión,Airbnb,1,6,1184,102,102,1
40,Cook Islands,Manta,Aventura,2025-10-15,Ciclista,Airbnb,1,9,675,360,120,4
43,Belgium,Baños,Vacaciones,2026-02-02,Bus,Hotel,2,5,777,190,177,4
32,French Polynesia,Zamora,Visita Familia,2025-11-02,Avión,Airbnb,1,13,818,273,60,4
60,French Southern Territories,Pastaza,Visita Familia,2025-09-04,Avión,Resort,3,10,992,540,89,1
53,Tuvalu,Otavalo,Aventura,2025-09-24,Motociclista,Hostal,2,5,658,400,108,9
24,Jamaica,Manta,Aventura,2025-07-31,Bus,Airbnb,3,3,947,135,138,3
49,Montenegro,Zamora,Visita Familia,2025-07-16,Ciclista,Hotel,4,13,1099,1040,280,3
65,Angola,Riobamba,Visita Familia,2025-10-17,Ciclista,Airbnb,1,15,473,540,269,9
58,Mauritania,Manta,Visita Familia,2025-11-27,Motociclista,Casa huespedes,3,2,114,96,278,2
51,United States Virgin Islands,Riobamba,Vacaciones,2026-02-09,Avión,Hostal,5,14,405,1330,58,9
46,Andorra,Otavalo,Negocios,2026-04-18,Motociclista,Resort,2,14,514,1092,165,8
38,Croatia,Zamora,Visita Familia,2026-03-22,Avión,Casa huespedes,2,1,301,80,115,9
26,Mayotte,Otavalo,Aventura,2025-05-25,Avión,Airbnb,3,5,395,180,151,6
65,French Guiana,Riobamba,Aventura,2026-04-28,Bus,Casa huespedes,4,11,237,1056,126,7
34,Kazakhstan,Otavalo,Negocios,2026-05-23,Avión,Hostal,4,1,809,40,230,3
59,Mauritius,Zamora,Aventura,2026-05-17,Auto,Airbnb,3,11,476,792,186,3
66,Guadeloupe,Otavalo,Vacaciones,2025-10-27,Avión,Casa huespedes,5,8,803,1440,264,3
31,Lao People's Democratic Republic,Riobamba,Estudio,2026-04-28,Motociclista,Airbnb,6,10,1058,1200,133,6
39,Macao,Baños,Visita Familia,2025-06-24,Auto,Resort,1,12,646,288,33,5
53,Syrian Arab Republic,Guayaquil,Estudio,2026-04-15,Avión,Hotel,5,1,520,90,80,1
44,Somalia,Manta,Vacaciones,2025-08-17,Avión,Casa huespedes,3,15,193,1665,224,7
26,British Virgin Islands,Otavalo,Visita Familia,2025-12-28,Ciclista,Resort,3,1,1073,42,176,9
60,Azerbaijan,Pastaza,Vacaciones,2025-12-01,Motociclista,Casa huespedes,4,9,535,936,245,8
48,Kazakhstan,Manta,Estudio,2025-06-22,Ciclista,Hostal,2,4,953,112,174,10
32,Zambia,Otavalo,Visita Familia,2026-02-09,Avión,Hotel,6,11,583,2442,43,7
26,Saint Pierre and Miquelon,Loja,Estudio,2026-03-23,Bus,Casa huespedes,1,12,397,312,173,8
59,Cayman Islands,Guayaquil,Aventura,2025-09-18,Auto,Casa huespedes,1,7,564,189,266,8
23,Anguilla,Riobamba,Aventura,2025-12-28,Ciclista,Resort,4,7,153,672,266,9
69,Equatorial Guinea,Manta,Aventura,2025-12-20,Avión,Hotel,1,5,521,185,271,3
62,Nepal,Otavalo,Vacaciones,2026-01-13,Auto,Hotel,5,14,330,980,201,9
29,Bhutan,Zamora,Negocios,2025-08-21,Motociclista,Resort,1,3,722,51,254,7
64,Malawi,Otavalo,Negocios,2025-11-23,Avión,Hotel,2,5,857,370,282,5
35,Grenada,Pastaza,Negocios,2025-09-22,Ciclista,Resort,2,15,880,1020,209,10
66,Indonesia,Manta,Estudio,2025-05-30,Bus,Airbnb,5,14,368,1750,70,8
50,Central African Republic,Baños,Visita Familia,2026-02-21,Avión,Resort,4,8,855,352,220,10
37,Papua New Guinea,Quito,Visita Familia,2025-07-27,Ciclista,Hostal,6,8,792,1584,97,1
61,Romania,Guayaquil,Estudio,2025-07-05,Avión,Resort,2,2,270,48,88,10
18,South Georgia and the South Sandwich Islands,Manta,Aventura,2025-12-10,Avión,Hotel,2,7,318,224,189,10
32,Papua New Guinea,Guayaquil,Visita Familia,2026-02-02,Bus,Airbnb,3,10,534,1020,208,8
50,Serbia,Loja,Vacaciones,2026-04-28,Auto,Casa huespedes,3,10,726,870,136,2
18,Saint Martin,Baños,Negocios,2025-06-09,Motociclista,Casa huespedes,2,1,1097,38,242,3
58,French Polynesia,Quito,Aventura,2025-10-06,Auto,Casa huespedes,5,14,862,1120,216,6
27,Solomon Islands,Riobamba,Vacaciones,2025-08-18,Auto,Hostal,2,15,190,1050,265,2
67,Somalia,Baños,Vacaciones,2025-11-22,Motociclista,Hostal,4,10,534,600,44,2
25,New Caledonia,Guayaquil,Aventura,2026-02-27,Motociclista,Hostal,3,9,1041,324,140,7
18,Lesotho,Pastaza,Estudio,2025-11-11,Motociclista,Casa huespedes,2,9,783,234,297,9
48,Guadeloupe,Riobamba,Negocios,2025-11-05,Avión,Hostal,6,12,293,1224,244,4
64,Mayotte,Loja,Vacaciones,2025-06-06,Bus,Casa huespedes,4,13,510,1872,216,6
46,Tonga,Zamora,Aventura,2026-05-14,Avión,Airbnb,4,6,191,720,144,8
38,Maldives,Manta,Negocios,2025-07-21,Bus,Casa huespedes,4,7,219,392,107,10
47,Maldives,Baños,Estudio,2026-01-20,Auto,Hostal,5,2,1107,200,163,2
20,Barbados,Zamora,Visita Familia,2026-02-09,Bus,Airbnb,4,11,248,484,30,1
67,Kenya,Baños,Aventura,2026-05-14,Bus,Casa huespedes,1,14,471,504,121,5
46,Russian Federation,Zamora,Visita Familia,2025-11-07,Avión,Hotel,1,9,349,279,62,5
56,Jamaica,Manta,Vacaciones,2025-12-14,Motociclista,Casa huespedes,4,5,246,660,145,2
47,Bosnia and Herzegovina,Pastaza,Vacaciones,2026-01-10,Avión,Airbnb,2,12,358,408,182,8
35,South Africa,Loja,Estudio,2025-10-19,Avión,Resort,6,15,108,1980,101,2
54,Peru,Riobamba,Estudio,2025-10-28,Bus,Casa huespedes,6,9,619,1080,147,1
39,Saint Helena,Manta,Negocios,2025-12-16,Motociclista,Hotel,2,3,330,138,174,5
57,Denmark,Loja,Vacaciones,2025-05-27,Bus,Casa huespedes,1,4,933,84,190,6
34,French Polynesia,Baños,Vacaciones,2026-01-23,Ciclista,Airbnb,3,10,425,690,127,6
28,Canada,Pastaza,Vacaciones,2026-01-16,Bus,Resort,3,14,566,1386,282,1
34,Indonesia,Loja,Vacaciones,2026-03-24,Bus,Resort,4,4,244,352,244,2
48,Palestinian Territory,Guayaquil,Aventura,2025-09-08,Auto,Airbnb,6,7,996,420,234,10
53,Belize,Manta,Estudio,2025-12-12,Bus,Hostal,1,15,527,510,182,10
70,Zimbabwe,Loja,Vacaciones,2025-08-01,Motociclista,Hotel,4,5,1043,660,128,6
54,Vietnam,Loja,Negocios,2026-03-23,Avión,Resort,5,14,679,1190,129,9
67,Marshall Islands,Manta,Visita Familia,2026-01-13,Motociclista,Casa huespedes,2,12,686,576,104,9
43,Tonga,Zamora,Visita Familia,2026-04-24,Avión,Hostal,1,10,141,160,267,5
62,Jamaica,Quito,Vacaciones,2025-09-08,Avión,Casa huespedes,2,15,341,630,102,7
64,Albania,Otavalo,Estudio,2025-08-24,Motociclista,Hostal,4,6,790,768,37,1
41,Antigua and Barbuda,Manta,Vacaciones,2025-10-07,Motociclista,Hotel,6,4,932,696,71,8
50,Senegal,Zamora,Vacaciones,2025-11-22,Avión,Airbnb,2,11,279,616,51,3
43,Marshall Islands,Otavalo,Visita Familia,2025-07-06,Avión,Airbnb,1,4,923,44,42,7
70,Uganda,Baños,Estudio,2026-04-15,Auto,Casa huespedes,1,11,187,330,290,6
64,Kazakhstan,Riobamba,Aventura,2026-03-27,Motociclista,Resort,2,14,555,308,286,2
33,Svalbard & Jan Mayen Islands,Zamora,Aventura,2025-12-22,Motociclista,Casa huespedes,5,13,113,1105,72,3
28,Syrian Arab Republic,Pastaza,Visita Familia,2026-05-09,Ciclista,Hostal,5,1,255,165,104,3
70,Uzbekistan,Zamora,Aventura,2025-08-13,Auto,Resort,5,12,612,1260,207,7
63,Jordan,Quito,Aventura,2025-12-28,Motociclista,Casa huespedes,5,11,506,1595,39,6
45,Afghanistan,Guayaquil,Negocios,2025-06-12,Bus,Resort,6,3,1022,522,274,9
31,Sweden,Zamora,Visita Familia,2025-12-23,Bus,Hostal,4,14,445,1400,229,9
67,Eritrea,Manta,Visita Familia,2025-11-07,Avión,Casa huespedes,1,15,632,150,218,9
45,Senegal,Zamora,Vacaciones,2025-11-07,Bus,Resort,2,10,864,280,142,3
44,Turkmenistan,Otavalo,Aventura,2025-11-12,Avión,Airbnb,1,2,652,24,246,3
44,Falkland Islands (Malvinas),Cuenca,Negocios,2025-06-07,Bus,Airbnb,3,3,142,270,212,1
51,Mozambique,Otavalo,Vacaciones,2026-02-09,Auto,Hostal,5,9,883,1080,67,10
43,Guernsey,Loja,Vacaciones,2025-09-29,Bus,Casa huespedes,4,11,311,528,299,3
44,Burundi,Guayaquil,Negocios,2026-02-03,Avión,Airbnb,4,13,455,1664,23,3
46,Guinea-Bissau,Otavalo,Aventura,2026-04-06,Motociclista,Hostal,1,14,1115,490,96,10
70,Seychelles,Loja,Negocios,2025-06-20,Ciclista,Hostal,3,7,771,756,94,7
69,Mauritania,Quito,Vacaciones,2025-09-06,Avión,Hotel,6,5,161,960,40,4
28,Lebanon,Cuenca,Aventura,2025-08-29,Ciclista,Resort,3,12,399,828,134,5
62,Seychelles,Guayaquil,Negocios,2025-12-26,Avión,Hostal,3,5,209,540,138,5
58,Norfolk Island,Otavalo,Vacaciones,2026-03-21,Auto,Casa huespedes,5,11,1132,1320,231,7
50,Sudan,Pastaza,Estudio,2025-09-14,Bus,Resort,5,7,433,525,167,5
34,Bermuda,Quito,Vacaciones,2025-06-04,Ciclista,Hotel,6,8,1054,1440,231,10
22,Trinidad and Tobago,Pastaza,Estudio,2025-06-05,Bus,Resort,2,5,371,140,216,10
27,Samoa,Baños,Aventura,2025-08-25,Avión,Hotel,1,15,499,330,295,2
45,Ukraine,Baños,Vacaciones,2025-09-06,Avión,Resort,4,7,1018,1120,47,3
25,Lithuania,Loja,Vacaciones,2025-11-15,Motociclista,Hostal,3,13,1008,897,202,8
52,Bahamas,Zamora,Negocios,2026-02-06,Bus,Casa huespedes,4,10,209,760,145,3
35,Palestinian Territory,Baños,Aventura,2026-02-11,Bus,Casa huespedes,3,6,575,396,198,9
47,Guadeloupe,Zamora,Aventura,2026-05-16,Bus,Hostal,5,11,372,1705,245,7
22,Moldova,Manta,Visita Familia,2025-08-22,Ciclista,Hostal,2,9,1189,396,203,6
21,Reunion,Otavalo,Negocios,2025-12-30,Ciclista,Hostal,2,2,470,60,57,2
51,Seychelles,Otavalo,Estudio,2026-03-09,Auto,Hotel,2,3,204,90,81,8
